serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url
28,4,2,11,1,0,1,-1,12,2,0,0,1.0,2,0
29,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0
30,1,5,10,1,0,0,-1,11,0,0,0,1.0,5,0
31,7,3,26,1,0,0,-1,27,0,0,0,7.0,3,0
32,5,2,14,3,0,0,-1,17,0,0,0,0.7142857142857143,2,0
33,2,2,5,1,0,0,-1,6,1,0,0,0.4,2,0
34,2,1,4,1,0,0,-1,5,0,0,0,1.0,1,0
35,5,2,15,1,0,0,-1,16,0,0,0,2.5,2,0
36,4,2,13,1,0,0,-1,14,0,0,0,0.8,2,0
37,3,2,9,1,0,0,-1,10,1,0,0,0.75,2,0
38,5,3,19,1,0,0,-1,20,1,0,0,1.6666666666666667,3,0
39,1,5,10,1,0,0,-1,11,0,0,0,0.2,5,0
40,3,3,12,1,0,0,-1,13,0,0,0,3.0,3,0
41,4,3,15,1,0,0,-1,16,0,0,0,1.3333333333333333,3,0
42,3,2,8,1,0,0,-1,9,1,0,0,0.75,2,0
43,3,2,10,1,0,0,-1,11,0,0,0,1.0,2,0
44,1,5,10,1,0,0,-1,11,0,0,0,0.3333333333333333,5,0
45,1,0,0,0,4,0,-1,0,0,0,0,1.0,0,0
46,9,3,30,2,0,0,-1,32,0,0,0,9.0,3,0
47,2,2,5,1,0,1,-1,6,0,0,0,0.2222222222222222,2,0
48,16,2,37,1,0,0,7,38,1,0,0,8.0,2,0
49,3,4,17,1,0,0,-1,18,0,0,0,0.1875,4,0
50,2,2,6,1,0,0,-1,7,0,0,0,0.6666666666666666,2,0
51,8,3,26,2,0,1,-1,28,0,0,0,4.0,3,0
52,2,2,5,1,0,0,-1,6,0,0,0,0.25,2,0
53,3,2,9,1,0,0,-1,10,0,0,0,1.5,2,0
54,5,2,12,1,0,0,-1,13,0,0,0,1.6666666666666667,2,0
55,7,3,27,2,0,0,-1,29,0,0,0,1.4,3,0
56,4,3,18,1,0,0,-1,19,0,0,0,0.5714285714285714,3,0
57,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
58,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0
59,4,2,11,1,0,0,-1,12,0,0,0,2.0,2,0
60,4,3,14,1,0,0,-1,15,0,0,0,1.0,3,0
61,4,3,14,1,0,0,-1,15,1,0,0,1.0,3,0
62,3,2,8,1,0,0,-1,9,0,0,0,0.75,2,0
63,4,2,11,1,0,0,-1,12,0,0,0,1.3333333333333333,2,0
64,1,2,3,1,0,0,-1,4,0,0,0,0.25,2,0
65,1,0,0,0,6,0,-1,0,0,0,0,1.0,0,0
66,2,3,8,1,0,0,-1,9,0,0,0,2.0,3,0
67,4,2,10,1,0,0,-1,11,0,0,0,2.0,2,0
68,3,3,12,1,0,0,-1,13,0,0,0,0.75,3,0
69,1,0,0,0,6,0,-1,0,0,0,0,0.3333333333333333,0,0
70,5,3,17,1,0,0,-1,18,0,0,0,5.0,3,0
71,3,4,15,1,0,0,-1,16,0,0,0,0.6,4,0
72,1,0,0,0,3,0,-1,0,0,0,0,0.3333333333333333,0,0
73,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0
74,4,2,13,1,0,0,-1,14,0,0,0,4.0,2,0
75,3,3,12,1,0,0,-1,13,0,0,0,0.75,3,0
76,2,4,11,1,0,0,-1,12,0,0,0,0.6666666666666666,4,0
77,5,2,15,0,0,0,1,15,1,0,0,2.5,2,0
78,3,2,8,0,0,0,1,8,0,0,0,0.6,2,0
79,6,2,17,1,0,0,-1,18,0,0,0,2.0,2,0
80,5,2,15,1,0,0,-1,16,1,0,0,0.8333333333333334,2,0
81,4,2,12,1,0,0,-1,13,1,0,0,0.8,2,0
82,6,3,26,1,0,0,-1,27,0,0,0,1.5,3,0
83,6,3,22,1,0,0,-1,23,0,0,0,1.0,3,0
84,8,3,31,1,0,0,-1,32,1,0,0,1.3333333333333333,3,0
85,2,1,4,1,0,0,-1,5,0,0,0,0.25,1,0
86,2,2,5,1,0,0,-1,6,0,0,0,1.0,2,0
87,6,3,22,1,0,0,-1,23,0,0,0,3.0,3,0
88,7,3,23,1,0,0,-1,24,0,0,0,1.1666666666666667,3,0
89,3,2,7,1,0,0,-1,8,0,0,0,0.42857142857142855,2,0
90,9,3,35,1,0,0,-1,36,0,0,0,3.0,3,0
91,4,2,10,1,0,1,-1,11,0,0,0,0.4444444444444444,2,0
92,9,3,29,1,0,0,-1,30,0,0,0,2.25,3,0
93,2,2,5,1,0,1,-1,6,0,0,0,0.2222222222222222,2,0
94,7,3,29,1,0,0,-1,30,0,0,0,3.5,3,0
95,9,2,20,4,0,1,-1,24,0,0,0,1.2857142857142858,2,0
96,11,4,50,2,0,0,0,52,0,0,0,1.2222222222222223,4,0
97,4,2,13,1,0,0,-1,14,0,0,0,0.36363636363636365,2,0
98,1,0,0,0,0,0,1,0,0,0,0,0.25,0,0
99,7,3,25,1,0,0,-1,26,1,0,0,7.0,3,0
100,1,1,2,1,0,0,-1,3,0,0,0,0.14285714285714285,1,0
101,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0
102,2,2,6,1,0,0,-1,7,0,0,0,0.6666666666666666,2,0
103,7,2,22,1,0,0,-1,23,0,0,0,3.5,2,0
104,5,3,17,2,0,0,-1,19,0,0,0,0.7142857142857143,3,0
105,5,2,15,1,0,0,-1,16,0,0,0,1.0,2,0
106,2,2,3,3,0,0,-1,6,0,0,0,0.4,2,0
107,9,3,38,1,0,0,-1,39,2,0,0,4.5,3,0
108,2,2,7,1,0,0,-1,8,0,0,0,0.2222222222222222,2,0
109,1,1,2,1,0,0,-1,3,0,0,0,0.5,1,0
110,4,2,13,1,0,0,-1,14,0,0,0,4.0,2,0
111,6,2,18,1,0,1,-1,19,1,0,0,1.5,2,0
112,2,2,7,1,0,0,-1,8,0,0,0,0.3333333333333333,2,0
113,3,1,5,1,0,0,1,6,0,0,0,1.5,1,0
114,6,2,14,0,0,0,0,14,0,0,0,2.0,2,0
115,8,3,27,1,0,1,-1,28,1,0,0,1.3333333333333333,3,0
116,3,1,6,1,0,0,-1,7,1,0,0,0.375,1,0
117,4,2,13,1,0,0,-1,14,0,0,0,1.3333333333333333,2,0
118,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
119,7,3,26,1,0,1,-1,27,0,0,0,7.0,3,0
120,3,2,9,1,0,0,-1,10,0,0,0,0.42857142857142855,2,0
121,5,3,17,1,0,1,-1,18,0,0,0,1.6666666666666667,3,0
122,3,3,11,1,0,0,-1,12,0,0,0,0.6,3,0
123,4,2,12,1,0,1,-1,13,1,0,0,1.3333333333333333,2,0
124,1,0,0,0,0,0,3,0,0,0,0,0.25,0,0
125,5,3,19,1,0,0,-1,20,1,0,0,5.0,3,0
126,4,2,9,1,0,0,-1,10,1,0,0,0.8,2,0
127,3,3,13,1,0,0,-1,14,0,0,0,0.75,3,0
128,2,3,8,1,0,0,-1,9,0,0,0,0.6666666666666666,3,0
129,3,3,11,1,0,0,-1,12,0,0,0,1.5,3,0
130,5,3,20,1,0,0,-1,21,0,0,0,1.6666666666666667,3,0
131,3,2,8,1,0,0,-1,9,0,0,0,0.6,2,0
132,9,3,28,2,0,1,-1,30,0,0,0,3.0,3,0
133,2,3,8,1,0,0,-1,9,0,0,0,0.2222222222222222,3,0
134,5,2,12,2,0,0,-1,14,0,0,0,2.5,2,0
135,1,1,1,1,0,0,7,2,0,0,0,0.2,1,0
136,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0
137,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
138,5,2,12,2,0,0,-1,14,0,0,0,5.0,2,0
139,2,2,7,1,0,0,-1,8,0,0,0,0.4,2,0
140,4,3,17,1,0,0,-1,18,0,0,0,2.0,3,0
141,5,3,16,2,0,0,-1,18,0,0,0,1.25,3,0
142,1,0,0,0,9,0,-1,0,0,0,0,0.2,0,0
143,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0
144,1,0,0,0,5,0,-1,0,0,0,0,0.3333333333333333,0,0
145,5,3,20,1,0,0,-1,21,0,0,0,5.0,3,0
146,4,3,18,1,0,0,-1,19,0,0,0,0.8,3,0
147,1,0,0,0,0,0,3,0,0,0,0,0.25,0,0
148,4,2,13,1,0,0,-1,14,0,0,0,4.0,2,0
149,5,3,19,1,0,0,-1,20,0,0,0,1.25,3,0
150,3,3,10,2,0,0,-1,12,0,0,0,0.6,3,0
151,10,2,29,1,0,2,2,30,0,0,0,3.3333333333333335,2,0
152,8,3,32,1,0,0,-1,33,0,0,0,0.8,3,0
153,3,2,6,3,0,0,-1,9,0,0,0,0.375,2,0
154,1,0,0,0,4,0,-1,0,0,0,0,0.3333333333333333,0,0
155,6,2,15,1,0,0,0,16,0,0,0,6.0,2,0
156,4,3,15,1,0,0,-1,16,0,0,0,0.6666666666666666,3,0
157,2,2,6,1,0,0,-1,7,0,0,0,0.5,2,0
158,4,2,13,1,0,0,-1,14,1,0,0,2.0,2,0
159,2,2,6,1,0,0,-1,7,0,0,0,0.5,2,0
160,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0
161,6,2,17,3,0,1,-1,20,0,0,0,6.0,2,0
162,1,2,3,1,0,0,-1,4,0,0,0,0.16666666666666666,2,0
163,3,2,10,1,0,0,-1,11,0,0,0,3.0,2,0
164,1,2,3,1,0,0,-1,4,0,1,0,0.3333333333333333,2,0
165,10,3,40,2,0,0,-1,42,0,0,0,10.0,3,0
166,4,3,15,1,0,0,-1,16,0,0,0,0.4,3,0
167,3,3,11,1,0,0,-1,12,0,0,0,0.75,3,0
168,6,2,16,0,0,0,0,16,1,0,0,2.0,2,0
169,1,0,0,0,0,0,3,0,0,0,0,0.16666666666666666,0,0
170,7,3,30,1,0,1,-1,31,0,0,0,7.0,3,0
171,9,3,31,1,0,0,-1,32,0,0,0,1.2857142857142858,3,0
172,1,5,9,2,0,0,1,11,0,0,0,0.1111111111111111,5,0
173,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0
174,1,2,4,1,0,0,-1,5,0,0,0,1.0,2,0
175,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0
176,1,1,2,1,0,0,-1,3,0,0,0,0.3333333333333333,1,0
177,9,2,25,2,0,2,1,27,1,0,0,9.0,2,0
178,7,3,24,1,0,1,0,25,0,0,0,0.7777777777777778,3,0
179,1,2,3,1,0,0,-1,4,0,1,0,0.14285714285714285,2,0
180,5,3,17,2,0,0,-1,19,0,0,0,5.0,3,0
181,2,2,5,1,0,0,-1,6,0,0,0,0.4,2,0
182,2,4,11,1,0,0,-1,12,0,0,0,1.0,4,0
183,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0
184,6,3,24,1,0,0,-1,25,0,0,0,6.0,3,0
185,9,2,25,2,0,1,-1,27,0,0,0,1.5,2,0
186,2,2,7,1,0,0,-1,8,0,0,0,0.2222222222222222,2,0
187,4,2,11,2,0,0,-1,13,0,0,0,2.0,2,0
188,6,3,23,1,0,0,-1,24,0,0,0,1.5,3,0
189,4,3,15,1,0,0,-1,16,0,0,0,0.6666666666666666,3,0
190,3,3,13,1,0,0,-1,14,0,0,0,0.75,3,0
191,1,0,0,0,0,0,-1,0,0,0,0,0.3333333333333333,0,0
192,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
193,5,3,17,2,0,1,-1,19,0,0,0,5.0,3,0
194,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0
195,4,3,15,1,0,0,-1,16,0,0,0,4.0,3,0
196,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
197,2,4,12,2,0,0,-1,14,0,0,0,2.0,4,0
198,6,2,17,0,0,2,-1,17,3,0,0,3.0,2,0
199,4,3,15,1,0,0,-1,16,0,0,0,0.6666666666666666,3,0
200,9,2,24,3,0,1,-1,27,0,0,0,2.25,2,0
201,1,2,3,1,0,0,-1,4,0,0,0,0.1111111111111111,2,0
202,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0
