serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url,response_time
51,5,4,24,1,0,1,-1,25,0,0,0,1.25,4,0,0.0
52,2,2,7,1,0,0,-1,8,0,0,0,0.4,2,0,0.0
53,3,3,13,1,0,0,-1,14,0,0,0,1.5,3,0,0.0
54,5,2,14,1,0,0,0,15,0,1,0,1.6666666666666667,2,0,0.0
55,4,2,11,0,0,0,0,11,0,0,0,0.8,2,0,0.0
56,4,3,15,1,0,0,2,16,0,1,1,1.0,3,0,0.0
57,1,2,4,0,0,0,0,4,0,1,0,0.25,2,0,0.0
58,4,2,11,1,0,1,-1,12,2,0,0,4.0,2,0,0.0
59,4,2,9,1,0,1,-1,10,2,0,0,1.0,2,0,0.0
60,15,3,54,1,0,9,-1,55,1,0,0,3.75,3,0,0.0
61,8,3,30,1,0,2,2,31,2,1,1,0.5333333333333333,3,0,0.0
62,1,0,0,0,3,0,-1,0,0,0,0,0.125,0,0,0.0
63,4,3,17,1,0,1,2,18,0,1,1,4.0,3,0,0.0
64,8,3,30,1,0,2,2,31,0,1,1,2.0,3,0,0.0
65,7,4,36,1,0,2,-1,37,1,0,0,0.875,4,0,0.0
66,11,3,43,1,0,3,-1,44,1,0,0,1.5714285714285714,3,0,0.0
67,8,3,34,1,0,2,-1,35,1,0,0,0.7272727272727273,3,0,0.0
68,11,4,53,1,0,4,1,54,1,0,0,1.375,4,0,0.0
69,9,3,35,1,0,3,-1,36,1,0,0,0.8181818181818182,3,0,0.0
70,5,2,14,2,0,2,-1,16,0,0,0,0.5555555555555556,2,0,0.0
71,3,2,10,1,0,0,-1,11,0,0,0,0.6,2,0,0.0
72,5,3,17,1,0,0,-1,18,0,0,0,1.6666666666666667,3,0,0.0
73,1,1,2,1,0,0,2,3,0,1,1,0.2,1,0,0.0
74,1,0,0,0,2,0,-1,0,0,0,0,1.0,0,0,0.0
75,6,3,21,1,0,0,-1,22,0,0,0,6.0,3,0,0.0
76,4,4,19,1,0,0,0,20,0,0,0,0.6666666666666666,4,0,0.0
77,3,3,13,1,0,0,-1,14,0,0,0,0.75,3,0,0.0
78,5,2,16,1,0,0,3,17,0,0,0,1.6666666666666667,2,0,0.0
79,6,3,20,1,0,0,3,21,0,2,0,1.2,3,0,0.0
80,10,3,41,1,0,1,-1,42,0,1,0,1.6666666666666667,3,0,0.0
81,6,4,28,1,0,0,-1,29,0,0,0,0.6,4,0,0.0
82,4,3,16,1,0,0,-1,17,0,0,0,0.6666666666666666,3,0,0.0
83,4,3,17,1,0,0,3,18,0,0,0,1.0,3,0,0.0
84,5,3,18,1,0,0,3,19,0,0,0,1.25,3,0,0.0
85,7,3,26,1,0,0,-1,27,0,1,0,1.4,3,0,0.0
86,6,3,24,1,0,0,1,25,0,0,0,0.8571428571428571,3,0,0.0
87,3,2,10,1,0,0,-1,11,0,0,0,0.5,2,0,0.0
88,6,3,24,1,0,0,-1,25,0,1,0,2.0,3,0,0.0
89,8,3,27,1,0,0,-1,28,0,0,0,1.3333333333333333,3,0,0.0
90,5,3,17,1,0,0,-1,18,0,0,0,0.625,3,0,0.0
91,1,3,6,1,0,0,-1,7,0,0,0,0.2,3,0,0.0
92,3,3,12,1,0,0,-1,13,0,0,0,3.0,3,0,0.0
93,7,3,25,1,0,0,3,26,0,0,0,2.3333333333333335,3,0,0.0
94,1,0,0,0,4,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
95,1,0,0,0,4,0,-1,0,0,0,0,1.0,0,0,0.0
96,4,2,11,1,0,0,-1,12,0,0,0,4.0,2,0,0.0
97,1,1,1,1,0,0,-1,2,0,0,0,0.25,1,0,0.0
98,6,3,20,2,0,0,-1,22,0,0,0,6.0,3,0,0.0
99,3,3,14,1,0,0,-1,15,0,0,0,0.5,3,0,0.0
100,2,4,12,1,0,0,3,13,0,0,0,0.6666666666666666,4,0,0.0
101,4,3,15,2,0,1,-1,17,0,0,0,2.0,3,0,0.0
102,6,4,28,1,0,0,-1,29,0,1,0,1.5,4,0,0.0
103,4,3,17,1,0,1,-1,18,0,0,0,0.6666666666666666,3,0,0.0
104,4,3,15,1,0,0,-1,16,0,0,0,1.0,3,0,0.0
105,4,3,16,1,0,0,-1,17,0,0,0,1.0,3,0,0.0
106,10,3,38,3,0,1,-1,41,0,0,0,2.5,3,0,0.0
107,2,2,7,1,0,0,-1,8,0,1,0,0.2,2,0,0.0
108,5,3,22,1,0,0,-1,23,0,0,0,2.5,3,0,0.0
109,1,3,5,1,0,0,-1,6,0,0,0,0.2,3,0,0.0
110,5,2,16,1,0,0,-1,17,0,0,0,5.0,2,0,0.0
111,7,4,32,1,0,0,2,33,0,0,0,1.4,4,0,0.0
112,6,4,28,1,0,0,1,29,0,0,0,0.8571428571428571,4,0,0.0
113,7,3,26,1,0,0,3,27,0,0,0,1.1666666666666667,3,0,0.0
114,3,4,15,1,0,0,2,16,0,2,1,0.42857142857142855,4,0,0.0
115,5,2,15,2,0,0,-1,17,0,0,0,1.6666666666666667,2,0,0.0
116,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0,0.0
117,24,4,109,4,0,1,12,113,0,3,4,24.0,4,0,0.0
118,15,3,60,1,0,3,-1,61,0,0,0,0.625,3,0,0.0
119,13,4,58,1,0,2,-1,59,0,0,0,0.8666666666666667,4,0,0.0
120,1,2,3,1,0,0,3,4,0,0,0,0.07692307692307693,2,0,0.0
121,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0,0.0
122,9,3,33,1,0,4,-1,34,0,0,0,9.0,3,0,0.0
123,1,2,3,1,0,0,-1,4,0,0,0,0.1111111111111111,2,0,0.0
124,10,4,46,1,0,0,-1,47,0,0,0,10.0,4,0,0.0
125,7,4,37,1,0,0,-1,38,0,0,0,0.7,4,0,0.0
126,5,2,16,1,0,0,-1,17,0,0,0,0.7142857142857143,2,0,0.0
127,10,3,36,1,0,1,-1,37,0,0,0,2.0,3,0,0.0
128,3,4,16,1,0,0,-1,17,0,0,0,0.3,4,0,0.0
129,1,3,5,1,0,0,2,6,0,1,1,0.3333333333333333,3,0,0.0
130,1,0,0,0,4,0,-1,0,0,0,0,1.0,0,0,0.0
131,3,3,12,1,0,0,1,13,0,0,0,3.0,3,0,0.0
132,7,3,28,2,0,0,-1,30,0,0,0,2.3333333333333335,3,0,0.0
133,12,3,36,6,0,2,-1,42,1,0,0,1.7142857142857142,3,0,0.0
134,6,3,23,1,0,1,-1,24,0,0,0,0.5,3,0,0.0
135,3,3,12,1,0,0,-1,13,0,0,0,0.5,3,0,0.0
136,13,3,49,1,0,2,-1,50,3,0,0,4.333333333333333,3,0,0.0
137,7,3,25,1,0,0,-1,26,0,0,0,0.5384615384615384,3,0,0.0
138,7,3,23,1,0,0,-1,24,0,0,0,1.0,3,0,0.0
