serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url
160,2,2,6,1,0,0,-1,7,0,0,0,0.6666666666666666,2,0
161,5,4,25,1,0,0,-1,26,0,0,0,2.5,4,0
162,10,3,36,1,0,2,1,37,0,0,0,2.0,3,0
163,6,3,23,1,0,0,1,24,1,0,0,0.6,3,0
164,8,3,34,1,0,0,1,35,0,0,0,1.3333333333333333,3,0
165,3,4,15,1,0,0,-1,16,0,0,0,0.375,4,0
166,3,3,13,1,0,0,-1,14,0,0,0,1.0,3,0
167,3,2,9,1,0,0,-1,10,1,0,0,1.0,2,0
168,5,4,24,1,0,0,1,25,0,0,0,1.6666666666666667,4,0
169,3,2,10,1,0,0,-1,11,0,0,0,0.6,2,0
170,4,2,13,1,0,0,-1,14,0,0,0,1.3333333333333333,2,0
171,4,4,19,1,0,0,-1,20,0,0,0,1.0,4,0
172,7,3,28,1,1,0,-1,29,0,0,0,1.75,3,0
173,1,1,2,1,0,0,-1,3,0,0,0,0.14285714285714285,1,0
174,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0
175,4,2,13,1,0,1,-1,14,0,0,0,1.3333333333333333,2,0
176,4,4,20,1,0,0,1,21,0,0,0,1.0,4,0
177,3,3,11,1,0,0,-1,12,0,0,0,0.75,3,0
178,4,3,17,1,1,0,-1,18,0,0,0,1.3333333333333333,3,0
179,5,2,14,1,0,0,-1,15,0,0,0,1.25,2,0
180,7,3,25,1,0,1,1,26,0,0,0,1.4,3,0
181,8,3,31,1,0,0,1,32,0,0,0,1.1428571428571428,3,0
182,7,3,29,1,0,0,-1,30,0,0,0,0.875,3,0
183,3,2,8,1,0,0,-1,9,0,0,0,0.42857142857142855,2,0
184,4,6,30,1,0,1,3,31,0,0,0,1.3333333333333333,6,0
185,3,3,15,0,1,0,1,15,0,0,0,0.75,3,0
186,7,4,32,1,0,1,1,33,0,0,0,2.3333333333333335,4,0
187,1,6,12,1,0,0,-1,13,0,0,0,0.14285714285714285,6,0
188,15,3,47,1,0,1,-1,48,1,0,0,15.0,3,0
189,5,3,21,1,1,0,-1,22,0,0,0,0.3333333333333333,3,0
190,2,2,6,1,0,0,-1,7,0,0,0,0.4,2,0
191,6,3,22,1,0,1,-1,23,0,0,0,3.0,3,0
192,1,2,3,1,0,0,0,4,0,0,0,0.16666666666666666,2,0
193,4,4,21,1,0,0,-1,22,0,0,0,4.0,4,0
194,7,4,32,1,0,2,1,33,0,0,0,1.75,4,0
195,6,2,17,1,0,0,-1,18,0,0,0,0.8571428571428571,2,0
196,4,4,21,1,0,0,1,22,0,0,0,0.6666666666666666,4,0
197,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
198,5,2,13,1,0,1,-1,14,0,0,0,5.0,2,0
199,5,3,19,1,0,0,1,20,0,0,0,1.0,3,0
200,4,3,16,1,0,1,-1,17,0,0,0,0.8,3,0
201,8,3,32,1,0,0,2,33,0,1,1,2.0,3,0
202,5,3,18,0,0,1,0,18,0,0,0,0.625,3,0
203,11,3,37,1,0,1,0,38,0,0,0,2.2,3,0
204,6,2,15,1,1,0,-1,16,0,0,0,0.5454545454545454,2,0
205,5,3,18,1,0,1,-1,19,0,0,0,0.8333333333333334,3,0
206,2,3,8,1,0,0,-1,9,0,0,0,0.4,3,0
207,8,3,29,1,0,0,1,30,0,0,0,4.0,3,0
208,1,0,0,0,1,0,-1,0,0,0,0,0.125,0,0
209,4,2,11,1,0,0,-1,12,0,0,0,4.0,2,0
210,10,4,46,1,0,0,1,47,1,0,0,2.5,4,0
211,2,2,7,1,0,0,1,8,0,0,0,0.2,2,0
212,2,3,9,0,1,0,-1,9,0,0,0,1.0,3,0
213,2,2,7,0,1,0,-1,7,0,0,0,1.0,2,0
214,2,1,3,0,0,0,0,3,0,0,0,1.0,1,0
215,5,4,25,1,0,0,-1,26,0,0,0,2.5,4,0
216,4,2,12,1,0,1,-1,13,0,0,0,0.8,2,0
217,2,4,12,1,0,0,-1,13,0,0,0,0.5,4,0
218,4,3,17,1,0,0,1,18,0,0,0,2.0,3,0
219,1,1,2,1,0,0,0,3,0,0,0,0.25,1,0
220,4,3,15,1,1,1,-1,16,0,0,0,4.0,3,0
221,5,3,17,1,0,0,0,18,0,0,0,1.25,3,0
222,3,3,14,1,0,0,-1,15,2,0,0,0.6,3,0
223,2,4,13,1,1,0,-1,14,0,0,0,0.6666666666666666,4,0
224,2,3,9,1,0,0,-1,10,0,0,0,1.0,3,0
225,3,3,14,1,0,0,-1,15,0,0,0,1.5,3,0
226,1,2,3,1,0,0,-1,4,0,0,0,0.3333333333333333,2,0
227,4,4,21,1,0,2,1,22,0,0,0,4.0,4,0
228,7,3,25,1,0,0,1,26,0,0,0,1.75,3,0
229,4,2,12,1,0,1,-1,13,0,0,0,0.5714285714285714,2,0
230,4,2,10,0,0,1,0,10,0,0,0,1.0,2,0
231,8,4,39,1,0,0,3,40,0,0,0,2.0,4,0
232,3,2,8,1,0,0,-1,9,0,0,0,0.375,2,0
233,2,3,10,1,0,0,-1,11,0,0,0,0.6666666666666666,3,0
234,4,3,14,1,0,0,-1,15,1,0,0,2.0,3,0
235,2,4,11,1,0,0,-1,12,0,0,0,0.5,4,0
236,7,4,36,1,0,0,3,37,0,0,0,3.5,4,0
237,9,3,34,1,0,1,2,35,0,1,1,1.2857142857142858,3,0
238,4,3,16,1,0,0,-1,17,0,0,0,0.4444444444444444,3,0
239,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
240,2,5,15,1,0,0,1,16,0,0,0,2.0,5,0
241,3,3,14,1,0,0,-1,15,0,0,0,1.5,3,0
242,1,0,0,0,1,0,-1,0,0,0,0,0.3333333333333333,0,0
243,5,3,17,1,0,0,2,18,0,1,1,5.0,3,0
244,2,3,8,1,0,0,-1,9,0,0,0,0.4,3,0
245,10,3,34,1,0,1,2,35,0,0,0,5.0,3,0
246,2,2,7,1,0,0,-1,8,0,0,0,0.2,2,0
247,6,3,23,1,1,0,-1,24,0,0,0,3.0,3,0
248,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
249,8,4,35,1,0,0,1,36,0,0,0,8.0,4,0
250,6,3,23,1,0,0,2,24,1,1,1,0.75,3,0
251,1,0,0,0,2,0,-1,0,0,0,0,0.16666666666666666,0,0
252,3,3,12,1,0,0,-1,13,0,0,0,3.0,3,0
253,4,3,18,1,0,0,-1,19,0,0,0,1.3333333333333333,3,0
254,6,3,22,3,0,2,2,25,0,1,0,1.5,3,0
255,5,3,22,1,0,0,1,23,0,0,0,0.8333333333333334,3,0
256,3,2,10,1,0,0,-1,11,0,0,0,0.6,2,0
257,1,1,2,1,0,0,0,3,0,0,0,0.3333333333333333,1,0
258,7,4,33,1,0,0,2,34,0,1,1,7.0,4,0
259,3,3,15,0,1,0,1,15,0,0,0,0.42857142857142855,3,0
260,2,2,6,1,0,0,-1,7,0,0,0,0.6666666666666666,2,0
261,2,2,5,1,0,0,-1,6,0,0,0,1.0,2,0
262,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0
263,5,4,25,1,0,0,1,26,0,0,0,5.0,4,0
264,2,3,8,1,0,0,-1,9,0,0,0,0.4,3,0
265,3,6,23,1,0,0,-1,24,0,0,0,1.5,6,0
266,6,4,31,1,0,0,-1,32,0,0,0,2.0,4,0
267,4,3,15,1,0,1,-1,16,0,0,0,0.6666666666666666,3,0
268,6,4,29,1,0,0,1,30,0,0,0,1.5,4,0
269,5,6,37,1,0,0,2,38,0,1,1,0.8333333333333334,6,0
270,4,3,15,1,0,0,-1,16,1,0,0,0.8,3,0
271,4,3,15,1,0,0,-1,16,0,0,0,1.0,3,0
272,6,3,23,1,0,1,-1,24,0,0,0,1.5,3,0
273,3,2,10,1,0,1,-1,11,0,0,0,0.5,2,0
274,1,2,3,1,0,0,0,4,0,0,0,0.3333333333333333,2,0
275,3,2,7,1,0,0,-1,8,1,0,0,3.0,2,0
276,3,2,9,1,0,0,-1,10,0,0,0,1.0,2,0
277,6,3,22,1,0,0,-1,23,0,0,0,2.0,3,0
278,5,4,24,1,0,0,1,25,0,0,0,0.8333333333333334,4,0
279,6,4,29,1,0,0,1,30,0,0,0,1.2,4,0
280,3,3,13,1,0,0,-1,14,0,0,0,0.5,3,0
281,8,2,25,1,0,1,-1,26,0,0,0,2.6666666666666665,2,0
282,7,4,32,1,0,1,-1,33,0,0,0,0.875,4,0
283,4,3,17,1,0,0,-1,18,0,0,0,0.5714285714285714,3,0
284,1,2,3,1,0,0,0,4,0,0,0,0.25,2,0
285,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0
286,2,4,12,1,0,0,1,13,0,0,0,0.6666666666666666,4,0
287,1,4,7,1,0,0,-1,8,0,0,0,0.5,4,0
288,5,2,14,1,0,0,-1,15,0,0,0,5.0,2,0
289,9,3,29,1,0,2,-1,30,0,0,0,1.8,3,0
290,13,3,45,1,0,2,1,46,0,0,0,1.4444444444444444,3,0
291,5,3,21,1,0,0,-1,22,0,0,0,0.38461538461538464,3,0
292,6,4,30,1,0,0,-1,31,0,0,0,1.2,4,0
293,5,1,9,0,0,0,1,9,0,0,0,0.8333333333333334,1,0
294,3,3,11,1,0,1,-1,12,0,0,0,0.6,3,0
295,3,4,15,1,0,0,-1,16,0,0,0,1.0,4,0
296,2,4,12,1,0,0,-1,13,0,0,0,0.6666666666666666,4,0
297,5,5,31,1,0,0,1,32,0,0,0,2.5,5,0
298,4,3,15,1,0,0,-1,16,0,0,0,0.8,3,0
299,10,3,41,1,0,1,1,42,0,0,0,2.5,3,0
300,4,3,17,1,0,0,0,18,0,0,0,0.4,3,0
301,7,3,28,1,1,0,2,29,0,1,1,1.75,3,0
302,2,2,6,1,0,0,-1,7,0,0,0,0.2857142857142857,2,0
303,4,3,14,1,0,0,-1,15,0,0,0,2.0,3,0
304,6,2,19,1,0,0,2,20,0,1,1,1.5,2,0
305,3,1,6,1,0,1,-1,7,0,0,0,0.5,1,0
306,1,0,0,0,0,0,-1,0,0,0,0,0.3333333333333333,0,0
307,3,2,9,1,0,1,-1,10,0,0,0,3.0,2,0
308,5,2,11,1,1,0,-1,12,0,0,0,1.6666666666666667,2,0
309,1,4,8,1,0,0,-1,9,0,0,0,0.2,4,0
310,3,3,12,1,0,0,-1,13,0,0,0,3.0,3,0
311,2,4,12,1,0,0,1,13,0,0,0,0.6666666666666666,4,0
312,1,3,5,1,0,0,0,6,0,0,0,0.5,3,0
313,5,2,12,1,0,0,1,13,0,0,0,5.0,2,0
314,1,0,0,0,2,0,-1,0,0,0,0,0.2,0,0
315,5,2,16,0,0,0,3,16,0,0,0,5.0,2,0
316,4,3,16,1,0,0,-1,17,0,0,0,0.8,3,0
317,7,4,31,1,0,1,-1,32,0,0,0,1.75,4,0
318,1,2,3,1,0,0,0,4,0,0,0,0.14285714285714285,2,0
319,6,3,20,1,0,1,-1,21,0,0,0,6.0,3,0
320,6,3,24,1,1,0,-1,25,0,0,0,1.0,3,0
321,4,2,12,1,0,1,-1,13,0,0,0,0.6666666666666666,2,0
322,6,2,19,1,0,1,-1,20,0,0,0,1.5,2,0
323,4,3,14,1,0,0,-1,15,0,0,0,0.6666666666666666,3,0
324,1,1,3,0,1,0,-1,3,0,0,0,0.25,1,0
325,4,2,11,1,0,0,-1,12,0,0,0,4.0,2,0
326,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0
327,12,2,36,1,1,2,1,37,0,0,0,12.0,2,0
328,1,1,2,1,0,0,0,3,0,0,0,0.08333333333333333,1,0
329,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0
330,10,2,27,1,1,1,-1,28,0,0,0,3.3333333333333335,2,0
331,2,2,5,1,0,0,-1,6,0,0,0,0.2,2,0
332,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0
333,3,2,9,1,0,1,-1,10,0,0,0,3.0,2,0
334,3,1,6,1,0,0,-1,7,1,0,0,1.0,1,0
335,1,1,1,1,0,0,-1,2,2,0,0,0.3333333333333333,1,0
336,4,2,12,1,0,0,-1,13,0,0,0,4.0,2,0
337,4,2,13,1,0,1,-1,14,0,0,0,1.0,2,0
338,1,0,0,0,1,0,-1,0,0,0,0,0.25,0,0
339,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0
340,2,3,9,1,1,0,-1,10,0,0,0,0.6666666666666666,3,0
341,2,2,6,1,0,0,-1,7,0,0,0,1.0,2,0
342,4,2,11,1,0,0,-1,12,0,0,0,2.0,2,0
343,1,1,2,1,0,0,0,3,0,0,0,0.25,1,0
344,1,0,0,0,1,0,-1,0,0,0,0,1.0,0,0
345,3,4,15,1,0,0,-1,16,0,0,0,3.0,4,0
346,1,1,0,2,0,0,1,2,0,0,0,0.3333333333333333,1,0
347,9,3,29,2,1,1,1,31,0,0,0,9.0,3,0
348,3,3,12,1,0,0,-1,13,0,0,0,0.3333333333333333,3,0
349,6,3,23,2,0,0,1,25,0,0,0,2.0,3,0
350,2,3,9,1,0,0,-1,10,0,0,0,0.3333333333333333,3,0
351,3,3,11,1,0,0,-1,12,0,0,0,1.5,3,0
352,3,3,13,1,0,0,-1,14,0,0,0,1.0,3,0
353,1,2,3,1,0,0,0,4,0,0,0,0.3333333333333333,2,0
354,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
355,7,4,38,1,0,1,1,39,0,0,0,7.0,4,0
356,1,0,0,0,1,0,-1,0,0,0,0,0.14285714285714285,0,0
357,3,2,9,1,0,1,-1,10,0,0,0,3.0,2,0
358,2,2,7,0,1,0,-1,7,0,0,0,0.6666666666666666,2,0
359,1,2,4,1,0,0,-1,5,0,0,0,0.5,2,0
360,9,3,37,1,1,0,1,38,0,0,0,9.0,3,0
361,2,4,11,1,0,0,-1,12,0,0,0,0.2222222222222222,4,0
362,1,3,5,1,0,0,0,6,0,0,0,0.5,3,0
363,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0
364,2,4,11,1,0,0,-1,12,0,0,0,2.0,4,0
365,2,5,15,1,0,0,-1,16,0,0,0,1.0,5,0
366,2,4,11,1,0,0,-1,12,0,0,0,1.0,4,0
367,2,5,14,1,0,0,-1,15,0,0,0,1.0,5,0
368,5,4,25,1,0,0,2,26,0,1,1,2.5,4,0
369,3,2,7,1,0,0,-1,8,0,0,0,0.6,2,0
370,3,2,10,1,1,0,-1,11,0,0,0,1.0,2,0
371,1,2,3,1,0,0,-1,4,0,0,0,0.3333333333333333,2,0
372,6,3,23,2,0,2,-1,25,0,0,0,6.0,3,0
373,4,3,14,1,0,0,-1,15,0,0,0,0.6666666666666666,3,0
374,5,3,19,1,0,0,-1,20,0,0,0,1.25,3,0
375,7,3,26,1,0,1,-1,27,0,0,0,1.4,3,0
376,6,3,24,1,0,1,-1,25,0,0,0,0.8571428571428571,3,0
377,3,3,14,1,0,0,-1,15,0,0,0,0.5,3,0
378,2,2,5,1,0,0,-1,6,0,0,0,0.6666666666666666,2,0
379,1,0,0,0,1,0,-1,0,0,0,0,0.5,0,0
380,6,3,20,1,0,1,-1,21,0,0,0,6.0,3,0
381,1,0,0,0,1,0,-1,0,0,0,0,0.16666666666666666,0,0
382,2,2,6,1,1,0,-1,7,0,0,0,2.0,2,0
383,6,3,21,1,0,1,-1,22,0,0,0,3.0,3,0
384,1,1,2,1,0,0,0,3,0,0,0,0.16666666666666666,1,0
385,3,3,13,1,0,0,-1,14,0,0,0,3.0,3,0
386,3,2,8,1,0,0,-1,9,0,0,0,1.0,2,0
387,5,2,13,1,0,1,-1,14,1,0,0,1.6666666666666667,2,0
388,1,1,1,1,0,0,-1,2,2,0,0,0.2,1,0
389,1,3,5,1,1,0,-1,6,0,0,0,1.0,3,0
390,3,3,14,1,0,0,-1,15,0,0,0,3.0,3,0
391,5,2,12,3,0,1,2,15,0,1,1,1.6666666666666667,2,0
392,4,2,12,1,0,0,-1,13,0,0,0,0.8,2,0
393,5,3,20,1,0,0,-1,21,1,0,0,1.25,3,0
394,9,3,31,3,1,1,0,34,0,0,0,1.8,3,0
395,3,3,13,1,0,1,1,14,0,0,0,0.3333333333333333,3,0
396,2,3,9,1,0,0,1,10,0,0,0,0.6666666666666666,3,0
397,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0
398,5,3,16,2,0,0,2,18,0,0,0,5.0,3,0
399,1,2,3,1,0,0,-1,4,0,0,0,0.2,2,0
400,3,3,14,1,0,0,-1,15,0,0,0,3.0,3,0
401,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0
402,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0
403,1,1,1,1,1,0,-1,2,0,0,0,1.0,1,0
404,5,2,16,1,0,0,-1,17,0,0,0,5.0,2,0
405,1,2,3,1,0,0,0,4,0,0,0,0.2,2,0
406,3,3,14,1,1,1,-1,15,0,0,0,3.0,3,0
407,6,3,24,1,0,0,1,25,0,0,0,2.0,3,0
