serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url
89,2,2,7,0,0,1,-1,7,0,0,0,2.0,2,0
90,2,2,7,0,0,1,-1,7,0,0,0,1.0,2,0
91,2,2,6,0,0,0,2,6,0,1,0,1.0,2,0
92,1,0,0,0,1,0,-1,0,0,0,0,0.5,0,0
93,1,2,5,0,0,0,-1,5,0,0,0,1.0,2,0
94,2,4,14,0,0,0,-1,14,0,0,0,2.0,4,0
95,1,0,0,0,0,0,2,0,0,1,0,0.5,0,0
96,1,1,3,0,0,0,-1,3,0,0,0,1.0,1,0
97,1,0,0,0,0,0,2,0,0,1,0,1.0,0,0
98,1,2,4,0,0,0,-1,4,0,1,0,1.0,2,0
