serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url,response_time
48,6,4,31,1,0,0,-1,32,0,2,0,0.6,4,0,0.0
49,7,3,28,1,0,1,-1,29,0,0,0,1.1666666666666667,3,0,0.0
50,11,3,44,1,0,1,-1,45,0,1,0,1.5714285714285714,3,0,0.0
51,8,4,35,1,0,0,-1,36,0,1,0,0.7272727272727273,4,0,0.0
52,1,0,0,0,2,0,-1,0,0,0,0,0.125,0,0,0.0
53,4,2,13,1,0,0,2,14,0,1,1,4.0,2,0,0.0
54,6,3,21,1,0,1,-1,22,0,1,0,1.5,3,0,0.0
55,2,2,6,1,0,0,-1,7,0,0,0,0.3333333333333333,2,0,0.0
56,3,3,13,1,0,0,-1,14,0,0,0,1.5,3,0,0.0
57,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
58,9,3,31,1,0,1,-1,32,0,0,0,9.0,3,0,0.0
59,5,3,20,1,0,0,-1,21,0,0,0,0.5555555555555556,3,0,0.0
60,11,3,35,1,0,2,2,36,1,0,0,2.2,3,0,0.0
61,2,2,6,1,0,0,-1,7,0,0,0,0.18181818181818182,2,0,0.0
62,9,3,33,1,0,0,-1,34,0,0,0,4.5,3,0,0.0
63,1,0,0,0,3,0,-1,0,0,0,0,0.1111111111111111,0,0,0.0
64,3,3,11,1,0,0,-1,12,0,1,0,3.0,3,0,0.0
65,1,0,0,0,3,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
66,7,4,34,1,0,1,-1,35,2,0,0,7.0,4,0,0.0
67,1,0,0,0,3,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
68,4,3,18,1,0,0,-1,19,0,1,0,4.0,3,0,0.0
69,5,3,19,1,0,0,-1,20,0,0,0,1.25,3,0,0.0
70,7,3,24,1,0,0,-1,25,0,1,0,1.4,3,0,0.0
71,3,2,10,1,0,0,0,11,0,0,0,0.42857142857142855,2,0,0.0
72,7,3,27,1,0,0,-1,28,0,1,0,2.3333333333333335,3,0,0.0
73,1,0,0,0,3,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
74,5,3,19,1,0,0,-1,20,0,2,0,5.0,3,0,0.0
75,7,3,27,1,0,1,-1,28,0,0,0,1.4,3,0,0.0
76,9,3,32,3,0,0,1,35,0,0,0,1.2857142857142858,3,0,0.0
77,5,4,24,1,0,0,-1,25,0,1,0,0.5555555555555556,4,0,0.0
78,3,2,10,1,0,0,-1,11,0,0,0,0.6,2,0,0.0
79,4,2,13,1,0,0,-1,14,0,0,0,1.3333333333333333,2,0,0.0
80,4,3,15,1,0,0,-1,16,0,0,0,1.0,3,0,0.0
81,6,3,20,1,0,1,-1,21,0,0,0,1.5,3,0,0.0
82,3,3,12,1,0,0,-1,13,0,0,0,0.5,3,0,0.0
83,4,3,17,1,0,0,-1,18,0,0,0,1.3333333333333333,3,0,0.0
84,1,0,0,0,2,0,-1,0,0,0,0,0.25,0,0,0.0
85,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0,0.0
86,8,3,31,1,0,0,-1,32,0,0,0,2.6666666666666665,3,0,0.0
87,1,0,0,0,2,0,-1,0,0,0,0,0.125,0,0,0.0
88,3,3,13,1,0,0,-1,14,0,0,0,3.0,3,0,0.0
89,5,3,18,1,0,0,-1,19,0,1,0,1.6666666666666667,3,0,0.0
90,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0,0.0
91,4,2,11,1,0,1,-1,12,0,0,0,4.0,2,0,0.0
92,8,3,25,2,0,1,2,27,0,1,1,2.0,3,0,0.0
93,3,2,8,1,0,1,-1,9,0,0,0,0.375,2,0,0.0
94,7,3,24,1,0,0,-1,25,0,0,0,2.3333333333333335,3,0,0.0
95,9,3,32,1,0,1,-1,33,0,0,0,1.2857142857142858,3,0,0.0
96,6,2,18,1,0,0,-1,19,0,0,0,0.6666666666666666,2,0,0.0
97,1,4,7,1,0,0,-1,8,0,0,0,0.16666666666666666,4,0,0.0
98,8,3,32,2,0,0,-1,34,2,0,0,8.0,3,0,0.0
99,7,3,27,1,0,1,-1,28,2,2,0,0.875,3,0,0.0
100,1,3,6,1,0,0,-1,7,0,0,0,0.14285714285714285,3,0,0.0
101,2,1,4,1,0,0,-1,5,0,0,0,2.0,1,0,0.0
102,5,3,20,1,0,1,-1,21,0,0,0,2.5,3,0,0.0
103,13,3,49,2,0,1,-1,51,0,0,0,2.6,3,0,0.0
104,1,0,0,0,4,0,-1,0,0,0,0,0.07692307692307693,0,0,0.0
105,9,3,37,1,0,0,-1,38,0,0,0,9.0,3,0,0.0
106,1,4,7,1,0,0,-1,8,0,0,0,0.1111111111111111,4,0,0.0
107,3,3,11,1,0,0,-1,12,0,0,0,3.0,3,0,0.0
108,6,3,22,1,0,0,-1,23,0,0,0,2.0,3,0,0.0
109,1,3,5,1,0,0,-1,6,0,0,0,0.16666666666666666,3,0,0.0
110,3,4,18,1,0,0,-1,19,0,0,0,3.0,4,0,0.0
111,8,3,28,1,0,1,-1,29,0,0,0,2.6666666666666665,3,0,0.0
112,1,1,2,1,0,0,-1,3,0,0,0,0.125,1,0,0.0
113,4,2,13,1,0,1,-1,14,0,0,0,4.0,2,0,0.0
114,3,3,12,1,0,1,-1,13,0,0,0,0.75,3,0,0.0
115,2,1,3,0,0,0,2,3,0,0,0,0.6666666666666666,1,0,0.0
116,1,0,0,0,3,0,-1,0,0,0,0,0.5,0,0,0.0
117,4,2,11,1,0,0,0,12,0,0,0,4.0,2,0,0.0
118,4,2,10,1,0,0,0,11,0,0,0,1.0,2,0,0.0
119,7,4,32,1,0,0,-1,33,0,0,0,1.75,4,0,0.0
120,4,3,14,1,0,1,-1,15,0,0,0,0.5714285714285714,3,0,0.0
121,1,2,4,1,0,0,-1,5,0,0,0,0.25,2,0,0.0
122,1,4,7,1,0,0,-1,8,0,0,0,1.0,4,0,0.0
123,1,2,4,1,0,0,-1,5,0,0,0,1.0,2,0,0.0
124,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0,0.0
125,4,2,11,2,0,0,-1,13,0,1,0,4.0,2,0,0.0
126,4,3,16,1,0,0,-1,17,0,0,0,1.0,3,0,0.0
127,7,2,22,1,0,0,-1,23,0,0,0,1.75,2,0,0.0
128,4,3,18,1,0,0,-1,19,0,0,0,0.5714285714285714,3,0,0.0
129,1,0,0,0,3,0,-1,0,0,0,0,0.25,0,0,0.0
130,3,3,11,1,0,0,-1,12,0,1,0,3.0,3,0,0.0
131,8,3,28,1,0,0,-1,29,0,0,0,2.6666666666666665,3,0,0.0
132,8,3,29,1,0,1,-1,30,0,1,0,1.0,3,0,0.0
133,4,3,18,1,0,0,-1,19,0,0,0,0.5,3,0,0.0
134,3,2,10,1,0,0,-1,11,0,0,0,0.75,2,0,0.0
135,4,3,16,1,0,0,-1,17,0,0,0,1.3333333333333333,3,0,0.0
136,10,2,30,2,0,0,-1,32,0,0,0,2.5,2,0,0.0
137,1,2,4,1,0,0,-1,5,0,0,0,0.1,2,0,0.0
138,4,3,14,1,0,0,-1,15,0,0,0,4.0,3,0,0.0
139,15,3,50,2,0,3,-1,52,0,0,0,3.75,3,0,0.0
140,1,0,0,0,3,0,-1,0,0,0,0,0.06666666666666667,0,0,0.0
141,1,0,0,0,4,0,-1,0,0,0,0,1.0,0,0,0.0
142,1,0,0,0,4,0,-1,0,0,0,0,1.0,0,0,0.0
143,3,2,8,1,0,0,2,9,0,2,0,3.0,2,0,0.0
144,6,4,27,1,0,0,-1,28,0,0,0,2.0,4,0,0.0
145,5,3,21,1,0,0,-1,22,1,1,0,0.8333333333333334,3,0,0.0
146,1,0,0,0,5,0,-1,0,0,0,0,0.2,0,0,0.0
147,8,3,29,1,0,0,-1,30,0,1,0,8.0,3,0,0.0
148,2,2,6,1,0,0,-1,7,0,0,0,0.25,2,0,0.0
149,1,0,0,0,4,0,-1,0,0,0,0,0.5,0,0,0.0
150,6,3,22,1,0,0,-1,23,0,1,0,6.0,3,0,0.0
151,4,2,12,1,0,0,-1,13,0,0,0,0.6666666666666666,2,0,0.0
152,3,3,12,1,0,0,-1,13,0,1,0,0.75,3,0,0.0
153,2,2,6,1,0,0,2,7,0,1,1,0.6666666666666666,2,0,0.0
154,9,4,43,1,0,0,-1,44,1,0,0,4.5,4,0,0.0
155,6,3,23,1,0,0,-1,24,0,0,0,0.6666666666666666,3,0,0.0
156,6,2,18,1,0,0,-1,19,0,0,0,1.0,2,0,0.0
157,8,3,34,1,0,0,-1,35,0,3,0,1.3333333333333333,3,0,0.0
158,4,3,15,1,0,0,-1,16,0,1,0,0.5,3,0,0.0
159,2,2,7,1,0,0,-1,8,0,0,0,0.5,2,0,0.0
160,2,2,7,1,0,0,-1,8,0,0,0,1.0,2,0,0.0
161,1,2,4,1,0,0,-1,5,0,0,0,0.5,2,0,0.0
162,9,3,31,1,0,0,-1,32,1,0,0,9.0,3,0,0.0
163,5,3,17,1,0,0,0,18,0,0,0,0.5555555555555556,3,0,0.0
164,8,3,31,1,0,0,-1,32,0,1,0,1.6,3,0,0.0
165,7,2,21,1,0,1,-1,22,0,0,0,0.875,2,0,0.0
166,3,3,11,1,0,0,-1,12,0,0,0,0.42857142857142855,3,0,0.0
167,8,3,28,1,0,0,0,29,0,0,0,2.6666666666666665,3,0,0.0
168,4,4,19,1,0,0,0,20,0,0,0,0.5,4,0,0.0
169,7,3,25,1,0,0,0,26,0,0,0,1.75,3,0,0.0
170,3,3,11,1,0,0,0,12,0,0,0,0.42857142857142855,3,0,0.0
171,6,3,26,1,0,0,0,27,0,0,0,2.0,3,0,0.0
172,2,2,7,1,0,0,-1,8,0,0,0,0.3333333333333333,2,0,0.0
173,1,3,6,1,0,0,-1,7,0,1,0,0.5,3,0,0.0
174,6,3,21,1,0,0,-1,22,0,2,0,6.0,3,0,0.0
175,5,2,14,2,0,0,-1,16,0,0,0,0.8333333333333334,2,0,0.0
176,7,4,34,1,0,0,-1,35,0,0,0,1.4,4,0,0.0
177,7,2,20,2,0,1,-1,22,0,0,0,1.0,2,0,0.0
178,5,2,16,1,0,0,-1,17,0,0,0,0.7142857142857143,2,0,0.0
179,6,5,34,1,0,0,1,35,0,1,0,1.2,5,0,0.0
180,2,3,9,1,0,0,-1,10,0,1,0,0.3333333333333333,3,0,0.0
181,5,3,20,1,0,0,1,21,0,1,0,2.5,3,0,0.0
182,1,2,3,1,0,0,-1,4,0,1,0,0.2,2,0,0.0
183,3,2,10,1,0,0,-1,11,0,0,0,3.0,2,0,0.0
184,5,3,19,1,0,0,-1,20,0,3,0,1.6666666666666667,3,0,0.0
185,3,3,12,1,0,0,-1,13,0,0,0,0.6,3,0,0.0
186,7,2,22,1,0,0,-1,23,0,0,0,2.3333333333333335,2,0,0.0
187,2,3,9,1,0,0,-1,10,0,1,0,0.2857142857142857,3,0,0.0
188,3,3,11,1,0,0,0,12,0,0,0,1.5,3,0,0.0
189,2,3,8,1,0,0,-1,9,0,0,0,0.6666666666666666,3,0,0.0
190,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0,0.0
191,6,2,18,1,0,0,1,19,0,0,0,6.0,2,0,0.0
192,4,2,13,1,0,0,-1,14,0,0,0,0.6666666666666666,2,0,0.0
193,6,3,19,2,0,0,0,21,0,1,0,1.5,3,0,0.0
194,2,2,7,1,0,0,-1,8,0,1,0,0.3333333333333333,2,0,0.0
195,8,3,28,1,0,0,-1,29,2,0,0,4.0,3,0,0.0
196,6,3,21,1,0,0,1,22,0,1,0,0.75,3,0,0.0
197,8,3,29,1,0,1,-1,30,0,0,0,1.3333333333333333,3,0,0.0
198,4,3,14,1,0,1,-1,15,0,0,0,0.5,3,0,0.0
199,7,4,30,2,0,0,0,32,2,0,0,1.75,4,0,0.0
200,12,4,50,2,0,2,1,52,0,1,0,1.7142857142857142,4,0,0.0
201,4,3,18,1,0,0,0,19,0,0,0,0.3333333333333333,3,0,0.0
202,7,2,21,1,0,1,-1,22,0,0,0,1.75,2,0,0.0
203,6,2,19,1,0,0,-1,20,0,1,0,0.8571428571428571,2,0,0.0
204,4,3,15,1,0,0,-1,16,0,0,0,0.6666666666666666,3,0,0.0
205,5,2,16,0,0,0,5,16,0,1,1,1.25,2,0,0.0
206,6,3,22,2,0,0,-1,24,0,0,0,1.2,3,0,0.0
207,2,2,7,1,0,0,-1,8,0,0,0,0.3333333333333333,2,0,0.0
208,3,2,10,1,0,0,-1,11,0,0,0,1.5,2,0,0.0
209,4,3,18,1,0,0,-1,19,0,0,0,1.3333333333333333,3,0,0.0
210,5,4,22,2,0,0,-1,24,0,1,0,1.25,4,0,0.0
211,1,3,6,1,0,0,1,7,0,0,0,0.2,3,0,0.0
212,3,2,7,1,0,0,-1,8,2,0,0,3.0,2,0,0.0
213,1,0,0,0,0,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
214,6,2,18,1,0,0,0,19,0,0,0,6.0,2,0,0.0
215,2,3,10,1,0,0,-1,11,0,1,0,0.3333333333333333,3,0,0.0
216,7,3,28,1,0,0,-1,29,0,0,0,3.5,3,0,0.0
217,5,3,17,1,0,0,-1,18,0,0,0,0.7142857142857143,3,0,0.0
