serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url,response_time
40,5,3,20,1,0,0,3,21,0,1,0,0.45454545454545453,3,0,0.0
41,5,3,21,1,0,0,2,22,0,2,1,1.0,3,0,0.0
42,6,3,24,1,0,0,-1,25,0,3,0,1.2,3,0,0.0
43,6,4,28,1,0,1,-1,29,0,1,0,1.0,4,0,0.0
44,3,2,10,1,0,0,-1,11,0,0,0,0.5,2,0,0.0
45,16,3,59,1,0,0,1,60,0,1,0,5.333333333333333,3,0,0.0
46,8,4,37,1,0,0,-1,38,0,1,0,0.5,4,0,0.0
47,10,3,37,1,0,0,-1,38,0,0,0,1.25,3,0,0.0
48,1,2,4,1,0,0,-1,5,0,1,0,0.1,2,0,0.0
49,3,3,12,1,0,1,-1,13,0,2,0,3.0,3,0,0.0
50,8,3,34,1,0,0,-1,35,0,4,0,2.6666666666666665,3,0,0.0
51,11,3,44,1,0,1,1,45,0,0,0,1.375,3,0,0.0
52,9,3,35,1,0,1,-1,36,0,4,0,0.8181818181818182,3,0,0.0
53,8,3,32,1,0,0,-1,33,0,1,0,0.8888888888888888,3,0,0.0
54,3,4,15,1,0,0,-1,16,0,0,0,0.375,4,0,0.0
55,4,2,13,1,0,0,-1,14,0,2,0,1.3333333333333333,2,0,0.0
56,4,3,17,1,0,0,-1,18,0,1,0,1.0,3,0,0.0
57,6,3,23,1,0,0,2,24,0,1,0,1.5,3,0,0.0
58,2,3,10,1,0,0,-1,11,0,1,0,0.3333333333333333,3,0,0.0
59,10,4,46,1,0,1,-1,47,1,4,0,5.0,4,0,0.0
60,6,4,27,1,0,0,-1,28,0,0,0,0.6,4,0,0.0
61,1,0,0,0,8,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
62,2,2,6,1,0,0,2,7,0,1,1,2.0,2,0,0.0
63,3,3,12,1,0,0,3,13,0,0,0,1.5,3,0,0.0
64,2,2,7,1,0,0,1,8,0,0,0,0.6666666666666666,2,0,0.0
65,2,4,11,1,0,0,-1,12,0,0,0,1.0,4,0,0.0
66,5,3,18,1,0,0,1,19,0,0,0,2.5,3,0,0.0
67,1,0,0,0,5,0,-1,0,0,0,0,0.2,0,0,0.0
68,1,0,0,0,8,0,-1,0,0,0,0,1.0,0,0,0.0
69,2,2,5,1,0,0,1,6,0,1,0,2.0,2,0,0.0
70,1,0,0,0,8,0,-1,0,0,0,0,0.5,0,0,0.0
71,8,4,39,1,0,1,4,40,0,1,1,8.0,4,0,0.0
72,6,3,24,1,0,1,1,25,0,0,0,0.75,3,0,0.0
73,3,2,10,1,0,0,4,11,0,2,1,0.5,2,0,0.0
74,2,4,13,1,0,0,2,14,0,1,1,0.6666666666666666,4,0,0.0
75,3,3,11,1,0,0,0,12,0,0,0,1.5,3,0,0.0
76,7,3,27,1,0,0,1,28,0,1,0,2.3333333333333335,3,0,0.0
77,2,3,8,2,0,0,1,10,0,0,0,0.2857142857142857,3,0,0.0
78,2,4,11,1,0,0,2,12,0,1,1,1.0,4,0,0.0
79,7,3,29,1,0,0,1,30,0,0,0,3.5,3,0,0.0
80,2,3,8,1,0,0,2,9,0,1,1,0.2857142857142857,3,0,0.0
81,3,2,9,1,0,0,2,10,0,1,1,1.5,2,0,0.0
82,3,2,8,1,0,0,1,9,0,0,0,1.0,2,0,0.0
83,2,5,14,1,0,0,0,15,0,1,0,0.6666666666666666,5,0,0.0
84,2,2,6,0,0,0,1,6,0,0,0,1.0,2,0,0.0
85,6,3,20,2,0,0,2,22,0,0,0,3.0,3,0,0.0
86,7,4,35,2,0,1,1,37,0,1,0,1.1666666666666667,4,0,0.0
87,7,3,28,1,0,1,1,29,0,0,0,1.0,3,0,0.0
88,1,0,0,0,5,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
89,4,4,20,1,0,0,3,21,0,1,1,4.0,4,0,0.0
90,4,4,20,1,0,0,-1,21,0,1,0,1.0,4,0,0.0
91,3,3,11,1,0,0,-1,12,0,0,0,0.75,3,0,0.0
92,5,3,19,2,0,1,-1,21,0,0,0,1.6666666666666667,3,0,0.0
93,5,3,22,1,0,0,-1,23,0,0,0,1.0,3,0,0.0
94,5,3,20,1,0,1,-1,21,0,0,0,1.0,3,0,0.0
95,5,3,17,1,0,0,-1,18,0,0,0,1.0,3,0,0.0
96,2,4,11,1,0,0,1,12,0,0,0,0.4,4,0,0.0
97,1,0,0,0,4,0,-1,0,0,0,0,0.5,0,0,0.0
98,6,3,23,1,0,1,-1,24,0,0,0,6.0,3,0,0.0
99,3,3,13,1,0,0,-1,14,0,0,0,0.5,3,0,0.0
100,5,2,15,1,0,1,-1,16,1,0,0,1.6666666666666667,2,0,0.0
101,1,0,0,0,11,0,-1,0,0,0,0,0.2,0,0,0.0
102,1,0,0,0,13,0,-1,0,0,0,0,1.0,0,0,0.0
103,1,0,0,0,17,0,-1,0,0,0,0,1.0,0,0,0.0
104,4,3,16,1,0,0,-1,17,0,1,0,4.0,3,0,0.0
105,2,2,6,1,0,0,-1,7,0,0,0,0.5,2,0,0.0
106,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0,0.0
107,2,3,10,1,0,1,-1,11,0,0,0,2.0,3,0,0.0
108,5,3,17,1,0,0,0,18,0,0,0,2.5,3,0,0.0
109,6,2,17,1,0,0,1,18,0,0,0,1.2,2,0,0.0
110,2,2,7,1,0,0,2,8,0,2,1,0.3333333333333333,2,0,0.0
111,4,2,12,1,0,0,-1,13,0,0,0,2.0,2,0,0.0
112,2,4,12,1,0,0,-1,13,0,0,0,0.5,4,0,0.0
113,2,3,8,1,0,0,-1,9,0,0,0,1.0,3,0,0.0
114,1,1,2,1,0,0,-1,3,0,0,0,0.5,1,0,0.0
115,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0,0.0
116,1,2,4,1,0,0,-1,5,0,1,0,1.0,2,0,0.0
117,1,0,0,0,5,0,-1,0,0,0,0,1.0,0,0,0.0
118,3,3,12,1,0,0,-1,13,0,2,0,3.0,3,0,0.0
119,11,3,39,1,0,0,-1,40,0,0,0,3.6666666666666665,3,0,0.0
120,5,2,15,1,0,0,-1,16,0,0,0,0.45454545454545453,2,0,0.0
121,5,3,17,1,0,0,-1,18,0,0,0,1.0,3,0,0.0
122,4,3,13,2,0,0,3,15,0,0,0,0.8,3,0,0.0
123,1,2,3,1,0,0,-1,4,0,1,0,0.25,2,0,0.0
124,2,3,9,1,0,0,-1,10,0,0,0,2.0,3,0,0.0
125,1,0,0,0,5,0,-1,0,0,0,0,0.5,0,0,0.0
126,4,3,16,1,0,1,-1,17,0,0,0,4.0,3,0,0.0
127,5,4,25,1,0,0,-1,26,0,0,0,1.25,4,0,0.0
128,1,4,7,1,0,0,-1,8,0,0,0,0.2,4,0,0.0
129,4,3,14,1,0,0,-1,15,1,0,0,4.0,3,0,0.0
130,3,3,13,2,0,0,-1,15,1,0,0,0.75,3,0,0.0
131,4,3,14,1,0,0,-1,15,0,0,0,1.3333333333333333,3,0,0.0
132,3,4,14,2,0,0,-1,16,1,0,0,0.75,4,0,0.0
133,7,3,29,1,0,1,-1,30,0,0,0,2.3333333333333335,3,0,0.0
134,2,3,8,1,0,0,-1,9,0,1,0,0.2857142857142857,3,0,0.0
135,3,2,10,1,0,0,-1,11,0,0,0,1.5,2,0,0.0
136,5,3,21,1,0,0,-1,22,0,0,0,1.6666666666666667,3,0,0.0
137,4,2,13,1,0,0,-1,14,0,0,0,0.8,2,0,0.0
138,1,0,0,0,4,0,-1,0,0,0,0,0.25,0,0,0.0
139,7,4,32,1,0,0,-1,33,0,1,0,7.0,4,0,0.0
140,5,3,18,1,0,0,-1,19,0,0,0,0.7142857142857143,3,0,0.0
141,2,3,8,1,0,0,-1,9,0,0,0,0.4,3,0,0.0
142,5,2,14,2,0,0,1,16,0,0,0,2.5,2,0,0.0
143,6,3,22,1,0,0,-1,23,0,0,0,1.2,3,0,0.0
144,5,3,18,1,0,0,-1,19,0,0,0,0.8333333333333334,3,0,0.0
145,3,2,9,2,0,0,-1,11,0,0,0,0.6,2,0,0.0
146,4,3,15,1,0,0,-1,16,0,0,0,1.3333333333333333,3,0,0.0
147,1,1,2,1,0,0,-1,3,0,0,0,0.25,1,0,0.0
148,1,5,9,1,0,0,1,10,0,0,0,1.0,5,0,0.0
149,4,3,15,1,0,0,1,16,0,0,0,4.0,3,0,0.0
150,5,4,23,1,0,0,3,24,0,0,0,1.25,4,0,0.0
151,3,3,13,1,0,0,3,14,0,1,0,0.6,3,0,0.0
152,4,4,20,1,0,0,-1,21,0,1,0,1.3333333333333333,4,0,0.0
153,10,3,40,1,0,1,-1,41,0,0,0,2.5,3,0,0.0
154,2,2,6,1,0,0,-1,7,0,0,0,0.2,2,0,0.0
155,5,4,23,1,0,0,-1,24,0,1,0,2.5,4,0,0.0
156,4,3,15,1,0,0,-1,16,0,0,0,0.8,3,0,0.0
157,5,3,21,1,0,0,-1,22,0,0,0,1.25,3,0,0.0
158,3,4,18,1,0,0,0,19,0,0,0,0.6,4,0,0.0
159,5,3,22,1,0,0,-1,23,1,0,0,1.6666666666666667,3,0,0.0
160,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0,0.0
161,4,4,19,1,0,0,1,20,0,0,0,4.0,4,0,0.0
162,3,3,11,1,0,0,1,12,0,0,0,0.75,3,0,0.0
163,4,3,15,1,0,0,0,16,0,0,0,1.3333333333333333,3,0,0.0
164,10,3,38,2,0,0,-1,40,0,0,0,2.5,3,0,0.0
165,4,2,13,1,0,0,-1,14,0,0,0,0.4,2,0,0.0
166,7,3,28,1,0,0,0,29,0,0,0,1.75,3,0,0.0
167,4,3,17,1,0,0,-1,18,0,0,0,0.5714285714285714,3,0,0.0
168,2,3,10,1,0,0,-1,11,0,2,0,0.5,3,0,0.0
169,2,2,6,1,0,0,-1,7,0,0,0,1.0,2,0,0.0
170,2,3,8,1,0,0,-1,9,0,0,0,1.0,3,0,0.0
171,1,3,5,1,0,0,-1,6,0,0,0,0.5,3,0,0.0
172,3,2,9,1,0,0,0,10,0,0,0,3.0,2,0,0.0
173,8,3,26,1,0,1,-1,27,0,0,0,2.6666666666666665,3,0,0.0
174,1,0,0,0,6,0,-1,0,0,0,0,0.125,0,0,0.0
175,3,3,14,1,0,0,-1,15,0,2,0,3.0,3,0,0.0
176,9,3,37,1,0,0,-1,38,1,3,0,3.0,3,0,0.0
177,1,5,10,1,0,0,3,11,0,1,1,0.1111111111111111,5,0,0.0
178,8,4,36,1,0,0,1,37,0,1,0,8.0,4,0,0.0
179,2,3,10,1,0,0,2,11,0,2,1,0.25,3,0,0.0
180,2,3,8,1,0,0,6,9,0,1,0,1.0,3,0,0.0
181,1,0,0,0,3,0,-1,0,0,0,0,0.5,0,0,0.0
182,1,3,5,1,0,0,2,6,0,1,1,1.0,3,0,0.0
183,1,0,0,0,3,0,-1,0,0,0,0,1.0,0,0,0.0
184,6,3,23,1,0,0,5,24,0,2,2,6.0,3,0,0.0
185,3,3,12,1,0,0,-1,13,0,0,0,0.5,3,0,0.0
186,3,2,10,1,0,0,-1,11,0,0,0,1.0,2,0,0.0
187,6,3,20,1,0,0,-1,21,0,0,0,2.0,3,0,0.0
188,1,0,0,0,0,0,1,0,0,0,0,0.16666666666666666,0,0,0.0
189,3,3,11,2,0,0,-1,13,0,1,0,3.0,3,0,0.0
190,3,3,12,1,0,0,-1,13,2,0,0,1.0,3,0,0.0
191,7,3,23,1,0,1,-1,24,1,1,0,2.3333333333333335,3,0,0.0
192,3,2,10,1,0,0,0,11,0,0,0,0.42857142857142855,2,0,0.0
193,3,2,9,1,0,0,-1,10,0,0,0,1.0,2,0,0.0
194,3,3,10,2,0,0,0,12,0,0,0,1.0,3,0,0.0
195,4,2,12,0,0,0,4,12,0,0,0,1.3333333333333333,2,0,0.0
196,3,2,10,1,0,0,-1,11,0,1,0,0.75,2,0,0.0
197,4,3,14,2,0,0,-1,16,0,0,0,1.3333333333333333,3,0,0.0
198,5,2,14,2,0,0,0,16,0,0,0,1.25,2,0,0.0
199,1,0,0,0,0,0,-1,0,0,0,0,0.2,0,0,0.0
200,3,2,9,1,0,2,-1,10,1,0,0,3.0,2,0,0.0
201,1,0,0,0,2,0,-1,0,0,0,0,0.3333333333333333,0,0,0.0
